cumulative_total,required_global_X,bottleneck_metric,h,d,k,a,w,size_bytes,size_X,keygen_X,sign_X,verify_X,cpb_X
588,1.5856,sign_C,40,5,12,16,32,6160,0.7841,0.7925,1.5856,1.1415,1.4558
589,1.5862,c_per_byte,42,6,23,8,32,6688,0.8513,0.3962,0.3212,1.3503,1.5862
590,1.587,c_per_byte,45,5,18,8,32,5568,0.7088,1.5849,1.0505,1.1248,1.587
591,1.5889,c_per_byte,48,6,20,9,32,6672,0.8493,0.7925,0.6404,1.3494,1.5889
592,1.5893,c_per_byte,49,7,15,15,32,7776,0.9898,0.3962,1.0302,1.5731,1.5893
593,1.5893,c_per_byte,49,7,16,14,32,7776,0.9898,0.3962,0.72,1.5731,1.5893
594,1.5897,c_per_byte,42,7,19,12,32,7776,0.9898,0.1981,0.288,1.5735,1.5897
595,1.5897,c_per_byte,49,7,20,11,32,7776,0.9898,0.3962,0.4209,1.5735,1.5897
596,1.5902,c_per_byte,49,7,24,9,32,7776,0.9898,0.3962,0.3821,1.574,1.5902
597,1.5936,c_per_byte,45,5,10,15,32,5536,0.7047,1.5849,1.4874,1.123,1.5936
598,1.5942,c_per_byte,40,5,11,14,32,5536,0.7047,0.7925,0.7659,1.1234,1.5942
599,1.5943,c_per_byte,42,6,12,16,32,6640,0.8452,0.3962,1.3768,1.3476,1.5943
600,1.5949,c_per_byte,45,5,16,9,32,5536,0.7047,1.5849,1.0554,1.1239,1.5949
601,1.5949,c_per_byte,49,7,17,13,32,7744,0.9857,0.3962,0.5538,1.5722,1.5949
602,1.5949,c_per_byte,48,6,18,10,32,6640,0.8452,0.7925,0.6515,1.348,1.5949
603,1.5949,c_per_byte,42,6,17,11,32,6640,0.8452,0.3962,0.3604,1.348,1.5949
604,1.5954,c_per_byte,48,6,22,8,32,6640,0.8452,0.7925,0.6342,1.3485,1.5954
605,1.601,c_per_byte,48,6,14,13,32,6608,0.8411,0.7925,0.7817,1.3466,1.601
606,1.6039,c_per_byte,42,7,22,10,32,7696,0.9796,0.1981,0.2132,1.5712,1.6039
607,1.6043,c_per_byte,48,6,13,14,32,6592,0.8391,0.7925,0.9146,1.3462,1.6043
608,1.6048,c_per_byte,48,6,15,12,32,6592,0.8391,0.7925,0.7097,1.3466,1.6048
609,1.6062,sign_C,49,7,14,16,32,7744,0.9857,0.3962,1.6062,1.5717,1.5944
610,1.6063,c_per_byte,49,7,18,12,32,7680,0.9776,0.3962,0.4652,1.5703,1.6063
611,1.6088,c_per_byte,42,6,20,9,32,6576,0.8371,0.3962,0.3271,1.3466,1.6088
612,1.6092,c_per_byte,42,7,15,15,32,7664,0.9756,0.1981,0.8474,1.5698,1.6092
613,1.6092,c_per_byte,42,7,16,14,32,7664,0.9756,0.1981,0.5372,1.5698,1.6092
614,1.6096,c_per_byte,42,7,20,11,32,7664,0.9756,0.1981,0.2381,1.5703,1.6096
615,1.6101,c_per_byte,42,7,24,9,32,7664,0.9756,0.1981,0.1994,1.5708,1.6101
616,1.6102,c_per_byte,45,5,13,11,32,5472,0.6965,1.5849,1.0803,1.1216,1.6102
617,1.6102,c_per_byte,45,5,12,12,32,5472,0.6965,1.5849,1.1108,1.1216,1.6102
618,1.6136,c_per_byte,40,5,10,15,32,5456,0.6945,0.7925,0.9653,1.1206,1.6136
619,1.6144,c_per_byte,48,6,12,15,32,6544,0.833,0.7925,1.1583,1.3448,1.6144
620,1.6145,c_per_byte,42,7,14,16,32,7632,0.9715,0.1981,1.4235,1.5684,1.6145
621,1.615,c_per_byte,48,6,16,11,32,6544,0.833,0.7925,0.6709,1.3452,1.615
622,1.615,c_per_byte,42,6,18,10,32,6544,0.833,0.3962,0.3382,1.3452,1.615
623,1.615,c_per_byte,42,7,17,13,32,7632,0.9715,0.1981,0.3711,1.5689,1.615
624,1.6154,c_per_byte,49,7,21,10,32,7632,0.9715,0.3962,0.3946,1.5694,1.6154
